Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,Review,Liked,sentiment,Cuisine,Restaurant_id
200,0,0.707,0.293,0.7003,0.009949543,0.073762529,0.916287959,"I had heard good things about this place, but it exceeding every hope I could have dreamed of.",1,5 stars,Indian,10
201,0,0.614,0.386,0.6588,0.001864918,0.012961377,0.985173643,Food was great and so was the serivce!,1,5 stars,Indian,10
202,0.315,0.419,0.265,-0.092,0.720183015,0.250320464,0.029496493,The warm beer didn't help.,0,2 stars,Indian,10
203,0,0.328,0.672,0.6249,0.001645139,0.033736005,0.964618862,Great brunch spot.,1,5 stars,Indian,10
204,0,0.353,0.647,0.6705,0.002694041,0.05449507,0.942810893,Service is friendly and inviting.,1,5 stars,Indian,10
205,0,0.484,0.516,0.4927,0.001747479,0.024474347,0.973778129,Very good lunch spot.,1,5 stars,Mediterranean,11
206,0,1,0,0,0.023145312,0.826493263,0.150361404,I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.,0,5 stars,Mediterranean,11
207,0.617,0.383,0,-0.7034,0.97942251,0.016751239,0.003826271,The WORST EXPERIENCE EVER.,0,1 star,Mediterranean,11
208,0,1,0,0,0.445866495,0.522348821,0.031784639,Must have been an off night at this place.,0,5 stars,Mediterranean,11
209,0,1,0,0,0.558931649,0.330932766,0.110135607,"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.",1,3 stars,Mediterranean,11
210,0,0.94,0.06,0.1655,0.267061263,0.631303847,0.101634897,"If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.",0,1 star,Mediterranean,11
211,0,1,0,0,0.31158933,0.611361086,0.07704962,"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.",0,2 stars,Mediterranean,11
212,0,0.36,0.64,0.7964,0.002011913,0.028829647,0.969158411,My friend loved the salmon tartar.,1,5 stars,Mediterranean,11
213,0,1,0,0,0.213539898,0.694015801,0.092444308,Won't go back.,0,1 star,Mediterranean,11
214,0,1,0,0,0.00991168,0.119827941,0.870260417,Extremely Tasty!,1,5 stars,Mediterranean,11
215,0,0.484,0.516,0.4926,0.002258281,0.038390804,0.959350944,Waitress was good though!,1,3 stars,Mediterranean,11
216,0.445,0.555,0,-0.3412,0.96227771,0.033891376,0.003830976,Soggy and not good.,0,2 stars,Mediterranean,11
217,0,0.519,0.481,0.5719,0.002045969,0.019749988,0.978204012,The Jamaican mojitos are delicious.,1,4 stars,Mediterranean,11
218,0.192,0.808,0,-0.1695,0.702251673,0.280060172,0.017688101,Which are small and not worth the price.,0,2 stars,Mediterranean,11
219,0,0.625,0.375,0.5574,0.013790776,0.440358222,0.545851052,#NAME?,1,5 stars,Mediterranean,11
220,0,1,0,0,0.352416277,0.55744493,0.090138808,"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!",0,2 stars,Mediterranean,11
221,0,1,0,0,0.931425273,0.065298602,0.003276023,The service was a bit lacking.,0,3 stars,Mediterranean,11
222,0,1,0,0,0.330598265,0.567137897,0.10226389,"Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.",0,2 stars,Mediterranean,11
223,0,0.856,0.144,0.4019,0.077831477,0.680158556,0.242009997,Hopefully this bodes for them going out of business and someone who can cook can come in.,0,2 stars,Mediterranean,11
224,0.259,0.741,0,-0.5423,0.958873391,0.038160283,0.002966417,"It was either too cold, not enough flavor or just bad.",0,2 stars,Mediterranean,11
225,0,0.506,0.494,0.5994,0.002754857,0.019562548,0.97768265,I loved the bacon wrapped dates.,1,5 stars,Mediterranean,11
226,0,0.393,0.607,0.561,0.320744425,0.349532008,0.329723507,This is an unbelievable BARGAIN!,1,5 stars,Mediterranean,11
227,0,0.594,0.406,0.7802,0.001179111,0.009837263,0.988983691,The folks at Otto always make us feel so welcome and special.,1,5 stars,Mediterranean,11
228,0,1,0,0,0.617631853,0.359317631,0.023050534,"As for the ""mains,"" also uninspired.",0,2 stars,Mediterranean,11
229,0,0.715,0.285,0.658,0.0012626,0.011591089,0.987146258,This is the place where I first had pho and it was amazing!!,1,5 stars,Japanese,12
230,0,0.764,0.236,0.5719,0.001253739,0.010734173,0.988012075,This wonderful experience made this place a must-stop whenever we are in town again.,1,5 stars,Japanese,12
231,0.107,0.624,0.269,0.5647,0.960950196,0.033919383,0.005130373,"If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.",0,3 stars,Japanese,12
232,0,0.437,0.563,0.5956,0.002699715,0.028620677,0.968679667,Very very fun chef.,1,5 stars,Japanese,12
233,0.224,0.656,0.12,-0.2263,0.952432156,0.041643839,0.00592396,"Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.",0,1 star,Japanese,12
234,0,0.823,0.177,0.6249,0.003154577,0.054383468,0.942461967,Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,1,5 stars,Japanese,12
235,0,1,0,0,0.26697892,0.632312298,0.100708827,"If it were possible to give them zero stars, they'd have it.",0,1 star,Japanese,12
236,0,1,0,0,0.404204607,0.519815445,0.075979948,"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them.",0,2 stars,Japanese,12
237,0,0.87,0.13,0.4588,0.082817845,0.357400656,0.559781492,"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).",1,5 stars,Japanese,12
238,0.085,0.915,0,-0.2411,0.335464358,0.593967021,0.070568629,If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0,3 stars,Japanese,12
239,0,0.638,0.362,0.6077,0.002525335,0.025384774,0.972089887,"Everyone is very attentive, providing excellent customer service.",1,5 stars,Japanese,12
240,0.323,0.462,0.215,-0.2887,0.961284101,0.034763943,0.003951974,Horrible - don't waste your time and money.,0,1 star,Japanese,12
241,0,1,0,0,0.003784881,0.075799279,0.920415819,Now this dish was quite flavourful.,1,4 stars,Japanese,12
242,0.217,0.712,0.071,-0.3961,0.259340823,0.647393286,0.093265951,By this time our side of the restaurant was almost empty so there was no excuse.,0,2 stars,Japanese,12
243,0.192,0.808,0,-0.2808,0.056994211,0.367876619,0.575129211,"(It wasn't busy either) Also, the building was FREEZING cold.",0,2 stars,Japanese,12
244,0,0.774,0.226,0.4207,0.830389023,0.160905287,0.008705705,"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0,1 star,Japanese,12
245,0,1,0,0,0.360974282,0.605296969,0.033728715,-Drinks took close to 30 minutes to come out at one point.,0,1 star,Japanese,12
246,0.254,0.299,0.448,0.3182,0.004882358,0.164824545,0.830293059,"Seriously flavorful delights, folks.",1,4 stars,Japanese,12
247,0,0.791,0.209,0.4404,0.004030795,0.068025097,0.927944064,Much better than the other AYCE sushi place I went to in Vegas.,1,5 stars,Japanese,12
248,0,1,0,0,0.279370189,0.658707917,0.061921798,The lighting is just dark enough to set the mood.,1,3 stars,Japanese,12
249,0.094,0.766,0.14,0.2732,0.951172709,0.046003941,0.002823387,Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0,1 star,Japanese,12
250,0,0.461,0.539,0.6893,0.00258851,0.023015326,0.974396169,Owner's are really great people.!,1,5 stars,Japanese,12
251,0.286,0.714,0,-0.3412,0.442109138,0.496843427,0.061047453,There is nothing privileged about working/eating there.,0,3 stars,Japanese,12
252,0,1,0,0,0.001624841,0.087604471,0.910770714,The Greek dressing was very creamy and flavorful.,1,4 stars,Japanese,12
253,0.105,0.895,0,-0.4019,0.935160518,0.061990976,0.002848371,"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.",0,3 stars,Japanese,12
254,0,0.791,0.209,0.4404,0.001922655,0.013500771,0.984576583,Now the pizza itself was good the peanut sauce was very tasty.,1,4 stars,Japanese,12
255,0,0.758,0.242,0.4939,0.00157314,0.084902026,0.913524806,We had 7 at our table and the service was pretty fast.,1,4 stars,Japanese,12
256,0,0.357,0.643,0.5574,0.006594785,0.064388603,0.92901659,Fantastic service here.,1,5 stars,Japanese,12
257,0,0.792,0.208,0.2732,0.423244685,0.547504902,0.029250415,I as well would've given godfathers zero stars if possible.,0,1 star,Japanese,12
258,0,1,0,0,0.196586907,0.725002885,0.078410283,They know how to make them here.,1,4 stars,Japanese,12
259,0.258,0.742,0,-0.2698,0.466544181,0.426201999,0.107253827,very tough and very short on flavor!,0,2 stars,Japanese,12
260,0,0.58,0.42,0.4404,0.012358595,0.240208998,0.747432411,I hope this place sticks around.,1,3 stars,Japanese,12
261,0.091,0.909,0,-0.2023,0.205279067,0.629631698,0.165089294,"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.",0,5 stars,Japanese,12
262,0,1,0,0,0.003016595,0.03271554,0.96426791,The restaurant atmosphere was exquisite.,1,4 stars,Japanese,12
263,0,0.492,0.508,0.7339,0.001883336,0.019605216,0.978511393,"Good service, very clean, and inexpensive, to boot!",1,5 stars,Japanese,12
264,0,0.517,0.483,0.6808,0.002893752,0.212059349,0.785046935,The seafood was fresh and generous in portion.,1,4 stars,Japanese,12
265,0,1,0,0,0.007486721,0.26575616,0.72675705,"Plus, it's only 8 bucks.",1,3 stars,Japanese,12
266,0,1,0,0,0.850909412,0.139326766,0.009763821,"The service was not up to par, either.",0,2 stars,Japanese,12
267,0,0.765,0.235,0.6115,0.003002053,0.014820197,0.982177734,"Thus far, have only visited twice and the food was absolutely delicious each time.",1,5 stars,Japanese,12
268,0,0.758,0.242,0.4926,0.002548433,0.020560117,0.976891458,Just as good as when I had it more than a year ago!,1,5 stars,Japanese,12
269,0.307,0.693,0,-0.4767,0.934934139,0.059745289,0.005320549,"For a self proclaimed coffee cafe, I was wildly disappointed.",0,2 stars,Japanese,12
270,0,1,0,0,0.241630733,0.385092795,0.373276502,The Veggitarian platter is out of this world!,1,1 star,Japanese,12
271,0,0.779,0.221,0.3724,0.061692309,0.470290273,0.468017429,You cant go wrong with any of the food here.,1,1 star,Japanese,12
272,0,1,0,0,0.429063439,0.425137728,0.145798907,You can't beat that.,1,5 stars,Japanese,12
273,0.095,0.548,0.357,0.7408,0.00104726,0.045339569,0.953613162,"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",1,5 stars,Japanese,12
274,0,0.496,0.504,0.7269,0.002388496,0.028589325,0.969022214,The chefs were friendly and did a good job.,1,4 stars,Japanese,12
275,0.104,0.779,0.117,0.0541,0.003344415,0.09230312,0.904352486,"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",0,3 stars,Japanese,12
276,0,0.469,0.531,0.7783,0.001890394,0.015757168,0.982352436,I liked the patio and the service was outstanding.,1,5 stars,Japanese,12
277,0,0.729,0.271,0.6239,0.023687128,0.170148075,0.806164801,The goat taco didn't skimp on the meat and wow what FLAVOR!,1,5 stars,Burgers,13
278,0,1,0,0,0.710666776,0.269074291,0.020258974,I think not again,0,2 stars,Burgers,13
279,0,0.824,0.176,0.4939,0.974614322,0.02294362,0.002442,I had the mac salad and it was pretty bland so I will not be getting that again.,0,3 stars,Burgers,13
280,0,0.797,0.203,0.3724,0.049789406,0.247401789,0.702808797,I went to Bachi Burger on a friend's recommendation and was not disappointed.,1,5 stars,Burgers,13
281,0.534,0.466,0,-0.3164,0.95940876,0.034020111,0.006571207,Service stinks here!,0,1 star,Burgers,13
282,0,1,0,0,0.31087473,0.629061759,0.060063459,I waited and waited.,0,1 star,Burgers,13
283,0,1,0,0,0.952915847,0.044548452,0.002535721,"This place is not quality sushi, it is not a quality restaurant.",0,1 star,Burgers,13
284,0,0.49,0.51,0.743,0.001759908,0.038464095,0.959775984,I would definitely recommend the wings as well as the pizza.,1,4 stars,Burgers,13
285,0,0.406,0.594,0.6588,0.003147108,0.044972427,0.951880395,Great Pizza and Salads!,1,5 stars,Burgers,13
286,0.307,0.693,0,-0.4767,0.914162636,0.081775114,0.004062193,Things that went wrong: - They burned the saganaki.,0,1 star,Burgers,13
287,0,0.838,0.162,0.4404,0.552659035,0.349160016,0.098180905,We waited an hour for what was a breakfast I could have done 100 times better at home.,0,2 stars,Burgers,13
288,0,0.423,0.577,0.6239,0.001663286,0.006945329,0.99139142,This place is amazing!,1,5 stars,Burgers,13
289,0.408,0.592,0,-0.8637,0.972932696,0.024646116,0.002421197,"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",0,2 stars,Burgers,13
290,0,1,0,0,0.695404112,0.27592057,0.028675422,Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0,1 star,Burgers,13
291,0,1,0,0,0.943906426,0.053406294,0.002687312,Just don't know why they were so slow.,0,2 stars,Burgers,13
292,0,0.773,0.227,0.6249,0.001722508,0.007696826,0.990580738,"The staff is great, the food is delish, and they have an incredible beer selection.",1,5 stars,Burgers,13
293,0.184,0.816,0,-0.5233,0.778774321,0.19234246,0.028883254,"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",0,2 stars,Burgers,13
294,0,0.654,0.346,0.5719,0.020889977,0.084110193,0.894999862,I didn't know pulled pork could be soooo delicious.,1,3 stars,Burgers,13
295,0,0.386,0.614,0.788,0.006007558,0.233183891,0.760808527,"You get incredibly fresh fish, prepared with care.",1,5 stars,Burgers,13
296,0,0.905,0.095,0.3182,0.101826817,0.759759188,0.138414085,Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0,1 star,Burgers,13
297,0,0.596,0.404,0.7269,0.002056158,0.008374673,0.989569247,I love the fact that everything on their menu is worth it.,1,5 stars,Burgers,13
298,0,1,0,0,0.959070206,0.036322173,0.004607661,Never again will I be dining at this place!,0,5 stars,Burgers,13
299,0,0.504,0.496,0.7841,0.001995775,0.011956882,0.986047268,The food was excellent and service was very good.,1,5 stars,Burgers,13
300,0,0.508,0.492,0.7003,0.002834176,0.07647416,0.920691669,Good beer & drink selection and good food selection.,1,4 stars,Burgers,13
301,0,0.777,0.223,0.3182,0.728624165,0.264314979,0.007060868,Please stay away from the shrimp stir fried noodles.,0,1 star,Burgers,13
302,0,1,0,0,0.776300311,0.203195035,0.0205047,The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0,2 stars,Burgers,13
303,0.464,0.536,0,-0.3804,0.976027369,0.021018589,0.002953998,Food was really boring.,0,2 stars,Burgers,13
304,0,0.239,0.761,0.4926,0.00573305,0.102678634,0.891588271,Good Service-check!,1,5 stars,Burgers,13
305,0.224,0.776,0,-0.3802,0.930924773,0.061324865,0.007750323,This greedy corporation will NEVER see another dime from me!,0,1 star,Burgers,13
306,0,1,0,0,0.586223304,0.342071027,0.071705654,"Will never, ever go back.",0,1 star,Burgers,13
307,0,0.872,0.128,0.3612,0.978426039,0.019433592,0.002140427,"As much as I'd like to go back, I can't get passed the atrocious service and will never return.",0,1 star,Burgers,13
308,0,0.574,0.426,0.847,0.001301505,0.011622865,0.987075627,"In the summer, you can dine in a charming outdoor patio - so very delightful.",1,5 stars,Burgers,13
309,0,0.634,0.366,0.6166,0.247981325,0.224412754,0.527605891,I did not expect this to be so good!,1,2 stars,Burgers,13
310,0,0.204,0.796,0.5983,0.003790932,0.025592485,0.970616579,Fantastic food!,1,5 stars,Burgers,13
311,0,1,0,0,0.012756804,0.776728809,0.210514456,She ordered a toasted English muffin that came out untoasted.,0,1 star,Burgers,13
312,0,0.556,0.444,0.4927,0.002108942,0.015147894,0.982743144,The food was very good.,1,4 stars,Burgers,13
313,0,1,0,0,0.280204445,0.612464845,0.107330739,Never going back.,0,1 star,Burgers,13
314,0,0.745,0.255,0.6249,0.002669514,0.022748521,0.974581957,"Great food for the price, which is very high quality and house made.",1,5 stars,Burgers,13
315,0.227,0.552,0.221,-0.024,0.949721515,0.047109522,0.003169026,The bus boy on the other hand was so rude.,0,2 stars,Burgers,13
316,0,0.798,0.202,0.6486,0.165607899,0.636263549,0.198128566,"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0,2 stars,Burgers,13
317,0,0.861,0.139,0.4404,0.009404333,0.207090512,0.783505142,"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1,5 stars,Burgers,13
318,0,0.734,0.266,0.7592,0.004420866,0.069844052,0.925735116,"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",1,5 stars,Burgers,13
319,0,1,0,0,0.022960132,0.505304158,0.471735716,All the bread is made in-house!,1,5 stars,Burgers,13
320,0.286,0.714,0,-0.25,0.88719219,0.105045736,0.007762049,The only downside is the service.,0,4 stars,Burgers,13
321,0,0.649,0.351,0.6602,0.975756049,0.021742336,0.002501582,"Also, the fries are without a doubt the worst fries I've ever had.",0,1 star,Burgers,13
322,0,0.775,0.225,0.4404,0.004115724,0.038379375,0.957504928,Service was exceptional and food was a good as all the reviews.,1,5 stars,Burgers,13
323,0,0.703,0.297,0.5859,0.001094604,0.012482598,0.986422837,"A couple of months later, I returned and had an amazing meal.",1,5 stars,Burgers,13
324,0,0.545,0.455,0.6331,0.001143829,0.03309701,0.965759158,Favorite place in town for shawarrrrrrma!!!!!!,1,5 stars,Burgers,13
325,0,0.68,0.32,0.5093,0.01148551,0.117926963,0.870587528,The black eyed peas and sweet potatoes... UNREAL!,1,1 star,Burgers,13
326,0,0.54,0.46,0.3724,0.091319732,0.450277716,0.458402485,You won't be disappointed.,1,5 stars,Burgers,13
327,0,0.762,0.238,0.7383,0.005290917,0.071350232,0.923358858,"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",1,4 stars,Burgers,13
328,0,1,0,0,0.780166328,0.198194399,0.021639297,"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",0,1 star,Burgers,13
329,0.163,0.837,0,-0.5106,0.872417748,0.11998526,0.007596977,When my mom and I got home she immediately got sick and she only had a few bites of salad.,0,2 stars,Burgers,13
330,0.276,0.724,0,-0.652,0.97358954,0.024201388,0.002209069,The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0,2 stars,Burgers,13
331,0,0.525,0.475,0.8738,0.0018935,0.006643387,0.991463125,"Both of them were truly unbelievably good, and I am so glad we went back.",1,5 stars,Burgers,13
332,0,0.552,0.448,0.7579,0.001868768,0.010420427,0.987710774,"We had fantastic service, and were pleased by the atmosphere.",1,5 stars,Burgers,13
333,0.608,0.392,0,-0.4767,0.967003584,0.029496225,0.003500218,Everything was gross.,0,1 star,Burgers,13
334,0,0.323,0.677,0.6369,0.003491945,0.008456805,0.988051176,I love this place.,1,5 stars,Burgers,13
335,0,0.423,0.577,0.6249,0.005955403,0.060671322,0.933373213,Great service and food.,1,5 stars,Burgers,13
336,0.32,0.68,0,-0.7633,0.979045331,0.018422797,0.00253199,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0,2 stars,Burgers,13
337,0.22,0.78,0,-0.5256,0.951624274,0.044689436,0.003686299,"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0,3 stars,Burgers,13
338,0,1,0,0,0.001764606,0.022287948,0.97594744,"OMG, the food was delicioso!",1,5 stars,Burgers,13
339,0,1,0,0,0.955192685,0.042328086,0.002479216,There is nothing authentic about this place.,0,1 star,Burgers,13
340,0.311,0.689,0,-0.3089,0.90160495,0.090645902,0.007749139,the spaghetti is nothing special whatsoever.,0,3 stars,Burgers,13
341,0,0.571,0.429,0.85,0.002153676,0.021572685,0.976273656,"Of all the dishes, the salmon was the best, but all were great.",1,4 stars,Burgers,13
342,0,0.646,0.354,0.6696,0.002081545,0.050389249,0.947529256,The vegetables are so fresh and the sauce feels like authentic Thai.,1,5 stars,Burgers,13
343,0,0.695,0.305,0.2942,0.004793322,0.226171985,0.769034684,It's worth driving up from Tucson!,1,5 stars,Burgers,13
344,0.272,0.728,0,-0.6249,0.967083156,0.029934626,0.002982201,The selection was probably the worst I've seen in Vegas.....there was none.,0,1 star,Burgers,13
345,0,0.33,0.67,0.7269,0.002151028,0.037384011,0.960464954,Pretty good beer selection too.,1,4 stars,Burgers,13
346,0,0.427,0.573,0.7717,0.110876307,0.318078607,0.571045101,"This place is like Chipotle, but BETTER.",1,3 stars,Burgers,13
347,0,0.542,0.458,0.7762,0.00107313,0.0344413,0.964485526,"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1,5 stars,Burgers,13
348,0,1,0,0,0.001416724,0.048410881,0.950172365,5 stars for the brick oven bread app!,1,5 stars,Burgers,13
349,0,0.748,0.252,0.5719,0.002389071,0.019925725,0.977685153,"I have eaten here multiple times, and each time the food was delicious.",1,5 stars,Burgers,13
350,0,1,0,0,0.395684421,0.574267089,0.030048463,We sat another ten minutes and finally gave up and left.,0,1 star,Burgers,13
351,0.629,0.371,0,-0.5255,0.951784968,0.041292958,0.006922016,He was terrible!,0,1 star,Burgers,13
352,0,0.597,0.403,0.4019,0.013339829,0.233293548,0.753366649,Everyone is treated equally special.,1,5 stars,Burgers,13
353,0,1,0,0,0.288638562,0.642089009,0.069272429,It shouldn't take 30 min for pancakes and eggs.,0,2 stars,Burgers,13
354,0,0.304,0.696,0.6784,0.003125147,0.012083976,0.984790862,It was delicious!!!,1,5 stars,Burgers,13
355,0,0.427,0.573,0.9022,0.001915742,0.011963742,0.986120522,"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1,4 stars,Burgers,13
356,0.263,0.737,0,-0.6124,0.875019848,0.117281102,0.007699039,"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0,2 stars,Burgers,13
357,0,0.51,0.49,0.8268,0.001560403,0.006233074,0.992206514,As always the evening was wonderful and the food delicious!,1,5 stars,Burgers,13
358,0,0.609,0.391,0.6696,0.002456785,0.025267869,0.972275376,Best fish I've ever had in my life!,1,5 stars,Burgers,13
359,0,1,0,0,0.002158952,0.037117764,0.960723281,(The bathroom is just next door and very nice.),1,4 stars,Burgers,13
360,0,1,0,0,0.09497609,0.731872499,0.173151419,The buffet is small and all the food they offered was BLAND.,0,2 stars,Burgers,13
361,0,0.613,0.387,0.8481,0.001578484,0.018744068,0.979677498,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1,5 stars,Burgers,13
362,0,0.267,0.733,0.6705,0.00254367,0.042028073,0.955428302,Pretty cool I would say.,1,4 stars,Burgers,13
363,0.145,0.698,0.157,0.0516,0.9584378,0.039097071,0.002465196,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0,1 star,Burgers,13
364,0,0.661,0.339,0.6249,0.002248578,0.023773685,0.973977685,Server did a great job handling our large rowdy table.,1,5 stars,Burgers,13
365,0.156,0.844,0,-0.2144,0.972916901,0.02421117,0.002871869,"I find wasting food to be despicable, but this just wasn't food.",0,2 stars,Burgers,13
366,0,1,0,0,0.4265984,0.525623202,0.04777839,My wife had the Lobster Bisque soup which was lukewarm.,0,2 stars,Burgers,13
367,0,1,0,0,0.003284928,0.546340227,0.450374871,Would come back again if I had a sushi craving while in Vegas.,1,3 stars,Burgers,13
368,0,0.423,0.577,0.8481,0.001412142,0.009691755,0.988896132,"The staff are great, the ambiance is great.",1,5 stars,Burgers,13
369,0,1,0,0,0.011587022,0.23792468,0.750488281,He deserves 5 stars.,1,5 stars,Burgers,13
370,0.371,0.629,0,-0.7096,0.966109157,0.030860649,0.003030268,I left with a stomach ache and felt sick the rest of the day.,0,2 stars,Burgers,13
371,0,1,0,0,0.753278434,0.235209167,0.01151246,They dropped more than the ball.,0,1 star,Burgers,13
372,0,0.491,0.509,0.8519,0.002273372,0.062961251,0.934765399,"The dining space is tiny, but elegantly decorated and comfortable.",1,4 stars,Burgers,13
373,0,0.72,0.28,0.7901,0.001571646,0.022089818,0.976338565,"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1,5 stars,Burgers,13
374,0,0.656,0.344,0.6369,0.934547961,0.060161084,0.00529097,And the beans and rice were mediocre at best.,0,2 stars,Burgers,13
375,0,0.511,0.489,0.6988,0.001347169,0.02307743,0.975575387,Best tacos in town by far!!,1,5 stars,Burgers,13
376,0,1,0,0,0.192372933,0.739631593,0.067995407,I took back my money and got outta there.,0,1 star,Burgers,13
377,0,0.552,0.448,0.7579,0.001372802,0.010468042,0.98815918,"In an interesting part of town, this place is amazing.",1,5 stars,Burgers,13
378,0.855,0.145,0,-0.7096,0.140391618,0.725681782,0.13392657,RUDE & INCONSIDERATE MANAGEMENT.,0,5 stars,Burgers,13
379,0.275,0.725,0,-0.8089,0.96694839,0.029945366,0.003106275,"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0,2 stars,Burgers,13
380,0,1,0,0,0.495865911,0.460197598,0.043936539,I won't be back.,0,1 star,Burgers,13
381,0,0.423,0.577,0.6249,0.003241267,0.054102797,0.942655981,They have great dinners.,1,5 stars,Burgers,13
382,0,0.536,0.464,0.6369,0.001391388,0.027617965,0.970990717,The service was outshining & I definitely recommend the Halibut.,1,5 stars,Burgers,13
383,0.508,0.492,0,-0.4767,0.974456191,0.022630438,0.002913342,The food was terrible.,0,1 star,Burgers,13
384,0,1,0,0,0.74168992,0.230709329,0.027600743,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0,5 stars,Burgers,13
385,0.274,0.726,0,-0.6007,0.91183722,0.082644515,0.005518197,I don't recommend unless your car breaks down in front of it and you are starving.,0,1 star,Burgers,13
386,0,1,0,0,0.006823334,0.560816824,0.432359874,I will come back here every time I'm in Vegas.,1,5 stars,Burgers,13
387,0,1,0,0,0.014479652,0.118433505,0.867086828,This place deserves one star and 90% has to do with the food.,0,1 star,Burgers,13
388,0.615,0.385,0,-0.4939,0.971044779,0.025892474,0.003062865,This is a disgrace.,0,1 star,Burgers,13
389,0,1,0,0,0.005939413,0.610656321,0.383404285,Def coming back to bowl next time,1,1 star,Burgers,13
390,0,0.692,0.308,0.4588,0.00520338,0.431059927,0.563736737,"If you want healthy authentic or ethic food, try this place.",1,5 stars,Burgers,13
391,0,0.887,0.113,0.4201,0.001100652,0.033875957,0.965023398,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.,1,5 stars,Burgers,13
392,0,0.773,0.227,0.6249,0.001626965,0.012037174,0.986335874,"I have been here several times in the past, and the experience has always been great.",1,5 stars,Burgers,13
393,0,0.748,0.252,0.5719,0.002281158,0.039009027,0.958709776,We walked away stuffed and happy about our first Vegas buffet experience.,1,5 stars,Burgers,13
394,0,0.734,0.266,0.7845,0.001541588,0.021988403,0.976470053,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1,4 stars,Burgers,13
395,0.148,0.719,0.133,-0.1074,0.004233032,0.019040454,0.976726532,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,3 stars,Burgers,13
396,0.123,0.877,0,-0.2755,0.735646069,0.240505263,0.023848698,I'm probably one of the few people to ever go to Ians and not like it.,0,2 stars,Burgers,13
397,0,0.774,0.226,0.6588,0.001073256,0.014045588,0.984881163,Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1,5 stars,Burgers,13
398,0,0.581,0.419,0.7579,0.00190324,0.010961813,0.987134993,Service is perfect and the family atmosphere is nice to see.,1,5 stars,Burgers,13
399,0,0.654,0.346,0.5719,0.003985895,0.058801543,0.937212527,Cooked to perfection and the service was impeccable.,1,5 stars,Burgers,13
400,0.452,0.548,0,-0.5106,0.969959199,0.027121656,0.002919153,This one is simply a disappointment.,0,1 star,Burgers,13
401,0.253,0.747,0,-0.5256,0.980122328,0.017900381,0.001977287,"Overall, I was very disappointed with the quality of food at Bouchon.",0,2 stars,Burgers,13
